:START_ID(restaurants),:END_ID(cities)
Wo1nGE9JL8U8MloV1OaiBg,0
vLiXVP1WHdilv13s5SnnQQ,0
PEb_HioboxCfFONLZzVNTQ,2
ZzCcljlsQco6WsRDGaV8mQ,0
skT9ekzLdiQRg6Wo2OzMvg,0
R1NlqZdqYbs-KXLPXROS-w,0
5xIcqp5q-6mw1FKaKpRCxw,7
EQr26hrk8cEYsZjaMVU57g,2
FhI8-M6EYtwfrerkWL_VMg,0
VKUUdRVElaufzQAI4OcxLQ,0
FoIzWtiwffKyfKJHsm7VKQ,1
prGQTaFLeso7Qkzy-lOz2w,1
2b-txFFWmKKq4AL-pnIxZg,1
l0qTrHzfkquC144PkJh4Rw,0
DGatNT8XO1aYuYVYGyWkPQ,0
xHWi7ZQ0zlRoKWlfnmhOYA,0
Y9EfIbXryZVWA3IVx86bAw,1
5oEyGDeqeXeMfFXZdevtFg,5
RO1LyRwH2eZT_eNUN0dC3w,1
rugDoz-A6vL-FG-8PbvOag,1
BEbSlK67eM7YnE9O5R7cGA,0
1h-Irop_Rad5LB9EBf59SA,5
70a-DEnbsZiYIjMaXnO8rQ,0
TwZnsqJCFncURCDQoEypSg,0
J1vj7-l7v4jYXxSR6ffPkA,0
eBo_ZnzWshp5Myx7ugbMhw,0
4mEqLXZD6aU3ymapf_hbIw,0
bKeKYs8NycSzIYvpT_6ncg,0
YSJ2WaubNxMCnlNsZfIQbQ,0
Lb5Gi0VnxwtFXk3sMTSMcQ,0
oa4bCkow1hrF6pqQCT6EGQ,2
e1D2n12gzzsyCdUdas5MKg,0
WjGfcajYECW1zEoinqpc2A,1
IzUXCIMWeocK1fJHdrgJgA,1
oZfUOoDJnORwQrDTqUJ-NA,5
LZquQqjVqoWFhVUqfLxUKw,0
m5fKuw8ZMfYjJLtcISCORg,0
51Fo_uY52A5oaI8YTHU5yg,0
XjaYTbAMsIOkofZJ4QSuJA,0
sy7uEcDtctaeYqD7HGrPCg,2
L3CwFF0JhicaxVfWzzrEAA,0
Qx6IaAjbIECWWaRuqjYMfw,0
K3ZZua4ab6YLhPqZ_DEDlw,4
cbimTBHAiibDpq8O6mP4VQ,2
5QPZY59iu3a0C-jWsZR8ow,0
QOMipQ_Xd2ISvO0MvAS_xQ,0
jQJqbe8WXuQNKlUNXfpXmQ,0
s-0tlWRv3QQnFEzs5CytRw,0
-rf-o_H-3_6XUrSxOLRcpg,1
JgYdYd7qXgFXVjGWFJOz1Q,0
qC8Whdafj7-DQ29b7Rlcdw,0
E9KNLJmufM-fFHV9xJSK4g,2
tpJSzkIvZYvGJB7rekoGjw,0
T3EnbJYkiMHutSxh0asEfA,0
WXVb0_TPSNGjqRshykMY8Q,0
59RdMsr5iXwZnD_qlnPskw,0
dg3w68b9e4pJsdeCv5pHVQ,2
NDk4qwpkU2npNZu742OdBQ,14
v22_o4QdnXqLaXSO9MZE7Q,2
lM5TtwwucIPIzEPeDqDaEw,2
JJF7J3UXCNSwCXAP4LojtQ,2
jXHjuZSgxAPCDZjxBXsPZg,2
7T3curcaRIXUmbXZEE6lVw,2
I99hAdRjOW31DfHW6MUqwg,0
eUes9qc-i7WMkUIdtddNDQ,0
2UPOe4CTsy57JyBWCjNWbQ,0
RjUlQqekSL14zu4rNOZuEQ,9
pn00KcFyvm88u7uwzka7cw,2
IHO1oAX0PrEQo5VYuipX7g,0
8htTVv-lUyz2SUXKcwSC_A,0
LOYex5JW6KuH_4t332wzsQ,0
ULnAfyqr9dL2_yRsHdYFEQ,0
4hWPnJWr1pJYOcI0CGrzWg,0
BJxoz5d_Z45JasgZ7o-5_g,0
pcT9YZDxLYRriQhWz-PnhA,1
DB36BjmWWPkWqESu9tjIaQ,1
MHCH84BAFfYXyY-NujHG7Q,2
gFOs5ho8kuPyYBdVkR3VHA,1
NzuiDTVc1KOBPb-ZJgG2WA,0
u6J-aO61VRmS7NKeBzrSjQ,0
2KnB5sR6QmD8YRcEGsa8ow,0
mHwn3XzGpyTXAe167aHMyA,0
gkZ6iiEfnO7I2UzOHbkzrA,0
4EWOA4I8_oszeXs7_ejJWA,0
CFBnmxqAm4vX6v4BFye70w,0
y_ErDiWeXxyYcL1_U966qQ,0
LI1pBFuAuen2hD2a5rilug,0
BHTpjNMdeja_cg9pRnRBOA,0
CQgXWdtFDfshGMVpWqE15A,1
YiNkf4WpIwLjsJPmgUeCRQ,0
rRWAgAsFhtXbhy8GoSt-TQ,1
sL_JrM7Llw5arZh0-JxZ2g,0
i8uaneoCO8Nd6FVa02PBLw,0
zfZvIjyu_hsnrnDcUZuBqQ,5
OfUF725s1RaoaEOPY3hwZg,0
Ds8E5RPjm2UHUemXJVTs3w,0
UVYxBJITEqiM1BJWbfUYMw,0
gHPS6jy5UzfVUDLUE74Y-A,0
XivGJBspUK_LWVRyp96EBA,0
_-pljHy_NUTTdd4dQBL-Yg,0
O-k86O0GnQgBn9KxUiE1iA,0
52pgQaYBZx8axZK4mPn0Ow,0
taQYHTJVJsnguw_tfEBShQ,0
QaPPKjlmCqX98J62Y-dlkg,0
h0jLNrV28BX3AC6yHaN2Kw,1
-HlTwWdzyN7Ec1xTjntfog,0
50nOu5uopq2EbrSM90ZxOQ,2
dRFSMj5Q3lro4UDeN6oCQg,0
wmDbIUgNaiemdgc6S2_-_A,0
m_a1nzDkdwYV9P2FvxqGsg,0
aRetE3hno9ISsRMaRaobGA,5
LWIXucbDnKfXt1se2wtqLQ,0
m0goxK9IkGhjoyfEA9ZvBQ,2
pVNQNJe5D5jnygJjWwSnfw,0
8nio_7eFGbCSLhiLwbWvdA,2
evrQGHs_lC_fmEniotaX8A,1
2kDAi5Od8S7C5QQ0TvLVxA,0
i6-HSvdSaNy-Sr4FXiM9YA,0
wYvNRu5yElMs108nz908hg,1
86Zz4Bysrm6GIBpci955wQ,5
7PmBvrYIRJRWM9dfp6Mv-g,0
Soz-9beX1fUmz3Yxp1sphg,0
FnI_J_T63I3Py7GnnmDaWA,0
msp4nQ9YPzSA7d6fVbSrAA,0
GsTHcKsO4c9ZnK0AdwfCpw,4
MsahEUyFXv-chom17KI_3w,0
Ry_VL75WDfuudBMu3q4cAA,0
i5PMM5ERgui9glBLO1vq9w,0
sRATWcg2MaU6_wVVLCmxog,0
vnANhbKBSyn_Kxul3ReR9A,0
0EYptIjdWCC41e03GBWwOA,2
xJ2-lBf5qtfyDCrAwrOpdg,0
ryqbpGS2tPKo2d9DkEdf4Q,1
OHtGdFojocDNolQYDWLnWg,0
LsMs0NL9jBukdsPqTP-sOA,0
qOFcDjpUw5oeV7LIdDAubg,0
cemvFp_hGI_6ev5_pd9Lew,0
lkAzVdzEZE0jEU91PmvQhQ,0
-jtTmbqX3jeMs4z693SO4w,0
N_Pv_9FMS47hR3w6TH4rmg,0
W1TfZnKeZxP5KaNPB3SXxA,0
9XzPqLGIkuN1rmqWH7aP9A,0
ja-xLPyx8Ha3tJ-tx-0CCw,0
AED1P8U_kyYerD1OPndpTQ,0
fqyKLWyaBHAz8I-FhEsruQ,1
nyISj6w5j8OBgbG88C5rZg,0
FWasI2Kq6OGBN60pvN__wA,0
7soL3w71DCyyoC9XKLODkw,1
bOsKg2PXQeSjTPWYNFnKxw,0
nGcfY8qVamkNIW7emQlfSQ,1
uK-mJE9L3P4X80gKp69i9A,3
_6BiItGONFUlzOYEYBMFkA,0
yEHnyZkYPROFuSf8jDfVVA,1
13l05k8AeGBJOIp5H4wlIA,0
4B1NLfBJRfeJ_7bKVTNa_w,0
Ct_g_xmNh1wvpfTD-QLI8Q,1
plf8Gya3Yzhy1pA_pUXWyg,1
OIeYD36y99Q6xObzwCJPwQ,0
8zSe71yhFMeydp1UKJrEEg,1
trkKocO5llb_3z54Q01q9w,1
0cLTDo4xyBWCxp0bMmwjIw,0
TPYRKrXsdUfOUQNFm6w_3w,0
S6ACtNZ5wY0EjmK07iWUgg,0
CUHE082XLb3X-vKsnFp4aQ,0
it6lzjNprkWZ2oKIHdfslA,1
752g7SDnEV4Jcj_fsEvWxA,0
jFUhWIXq4dDyMY5Z1yzwQg,0
Wbqv9rUtbNanq-hhegOYsg,0
DYIwMZs0aA0VqvzTAMuxag,0
5pQ2MsxB0eV8NDPJMO2DSQ,0
GLdfpx0O93HoIJfHonV-JQ,1
UGRRI0KG9S8WI-oWTaPaHA,0
YLzdt-K1lTH-SaE8j5NqIQ,1
_BDXbsPPdSj-MbdwdICqAg,0
iGJ6-XgJrOkEgm-ahmS4sA,2
ht70fX_P9ufTqDxIjtbwpA,0
VkHexf3mBy-8hu2vsSVd4g,1
e4GIbSFHess2qAopZNzxMQ,0
9KPLUSHOx2vgaK7n_tYs2Q,2
vfaKBk38ajlSYnXBc9dmEQ,1
JqdovxCkzQgj872gX4qZxA,0
B61ZWIX1AEl76A2WEdDZMw,2
yoOKenFN8L3BS80iOi083A,2
YFIk4noVT4mrdF2fiEr85w,1
XxptQeCkYTcDy4gQRAg9UQ,0
1mDmIanzPk0zEEytGdtaHg,0
ga8LWom8Xzu0ZKaohW7Jtg,0
6pWjGY72eQJ99Khs2adWZg,2
jMOIi_o4pmPwR_Q8P7gS5Q,0
mNKL1JPiN2zBrUmIgTM56A,0
_-OXe_vQnPRZp7-JBqXmbA,0
B0SPP0RsKkJxf6zK6mG9kw,1
vkffDkvbUwkgEXoBbCAXng,9
5k1Hk_ETYdNASh4IrmCXKg,2
z_MefzpYwQkxXorCdQTUjw,1
luUGLqA3Gxv5raCJOAzblw,1
zgSZxYaCI0wcMTR0Dxd7oQ,0
V291Oax3fUUxUzXnOpOqCQ,1
Iud8PGRJx53S4zpBVC2pSQ,0
yJ2585fQD8lcuckZ4QIdmw,0
e4Ykq4wvcUmBQmJTMd3Vzw,0
Nr2_KH54XKYxVV99zLkm_w,5
L7r4uOZT58z1Vv-rGlSZBg,0
Fs08fD1W5krz7vkc-qmpAA,0
bjE19DpRbN-OgTMVaMwpJg,0
kehm5RaeTwFNT43jfm7BSQ,5
9tXwyr5Yqu4WnuCLOUPtrQ,0
veEVH9fwkhs_iR38LlK2yA,0
9QsamgtWTCpiYVrFr-p26w,0
IiWJAgqRZnccukTwi_YjvQ,0
Da1Cc7gaouF_2avorSj-PA,0
ssCzAwPICd79FWhkqdpgBg,0
Un6hqD_6kzW1VW8SVuN7SA,2
-VbtijUhH4xVP7cZbEo6-Q,1
XqOSW0xVG7796_l_5-ai1A,5
skP6KUZgrEzY1udMSfBOyA,0
FB8GTSt4sBBNA9yZPZ4teA,1
_6BDxk8486ZYiRwpPmQewg,0
gV-u_5SA-htqslt2yUaLgg,0
ZzN0X75GAtJTd-WOdPGNtw,0
-q8Dnex7CtMFkg04gDd09A,0
Uq-y9KERobbe95mVet8NWw,0
VmxGFqtplC3yIOClQ3Tulg,0
aqLHq0LCuqgVVjcsjeyTbA,0
wANOZ3zhbnWMchaeHfksSw,0
_e0k_CGqUSp0_c17GaLSzg,0
yOWecDeW4MIBj-Hbpen3Pw,1
qWLHeczMVxxanXnMldknJw,0
s4sR4VUo5bzMcpXuiAj-EA,5
fg82H-02ojEUHAgDKk0Acw,0
4sZVseAd2XZrSReEmBlMFQ,0
FXyX5mm_2daiHTzEMukVEw,0
TqDErLK4t0TfSiFzxuocuQ,0
t33PAjYsxtFw--8NpLKfNg,0
Lmb-iJGzBu_1W-dEvB3TBQ,15
6T-hXleL9aMLf-sezBjs9Q,0
Me4mO0eMVp5ZY3Smznr7tQ,3
1vMvq4kXlOmSdPDWp_1shg,0
CBDzS_gMn_-jO3_4XXVYeA,0
XmlF_2NbH65tDiSd2u2M5A,1
4JR06JiS8W8ieXoF1ZWkGg,0
k2qArgJgsWWrtWT_r0rRlQ,0
srk9xvVrkXrEKUP-7oXAfQ,0
8o3w3Tu368WTFz45rMLvYQ,1
VBt9CM3hcetWVDREp-_IrA,0
VfkltVSN0Yhyu0Cgwhml4w,1
wP9W_KYu7qASDfkVZDP87Q,1
t13D7cAJSWtJj19uatqoXA,0
4OX0hYoXnXB9ihtptZByug,2
s_sEMaNkRtwjEFJfStaOgQ,0
d9-_PYtP-qklQ9Q7iLU8cw,2
_yqi2ut_GE9R13ZmMoqz1g,0
EP9K6qXOyHFq_0tp93wh9Q,0
LGYzaCmNj3_FiG-r8U1-mw,0
wz_wBcvlHhLi6DGKi_MPOw,0
b2eIruLWQpwgeoSWExmTVA,0
YCLI8aFvdM3uUE-MgrPJZQ,0
rt-b9ewIBHvlYlNuoCx2cA,0
hJvw6uua0KFIfBF44Hf2Eg,0
L-vZQuTZFNqjRdXdUnlurQ,0
CE4huEPSU8-7CRoxqcNfBA,0
h3mMPUeFLnd6JjlztFBRXg,0
Ick2_d3ywqp7d7Sf1Keb6A,3
gk3hzKydevLKZ2FVmJdt-A,2
5mJKPbzXp6PyFcIpHN4RlQ,0
jRbCgGm1cpIcBZf-vOhJvA,0
2vPU40ZWpAfL2e5iAfJmaA,0
FQbLZ_N_VuinjfBFxzK3TQ,1
3RvolkfkPzFkAHKWEG0Wnw,0
L3E-e_f-io2kcnT-hDbT4w,5
87ufxVV8RjtnLJjwjKG_nw,0
6cJQb8SEUqti-0S04e9Yow,2
Y1pykNVnghzVSW775FjP1w,0
5Ubo-2HLRnCCo8Pnq-v-cQ,0
qJcmu67ZEQ4bd1m9Kh_T1w,0
MqJlz0N3ujhtZCWnJmOpZg,2
YCPSELmCiZGB0xuKd558uw,0
eRHLp-PimreSNP5dR41nVg,1
hH5J-JyOWUjDvCrXBwr2Wg,0
47IVPsHZAA0soPvidEnNbw,0
j8Tp3nm8PYtO2exarX8zVg,3
LhQ_DPEESCNf-hy-GrrMdQ,0
yJ3PJRDGKjnsmqW7BFbB_A,0
FiQtALz4rxB-vCiq7ytrSw,0
PADyvVwZoY8waIraBOrN7g,0
h4xFP51FllJyCReUnzH6Ug,0
JDBjHAYQozrnkaph5XQTTg,10
1lOOo2L-Q9jvJAs-nN9dlQ,0
5tSloJbLGvllqnn9neahLw,0
NO6mSRC0hE-cl7CwdRPxmA,0
JXXjN3mw4zKdBTpRtVQKcg,0
Vg48ETIyEP9MALSqfDLGmA,0
0wX-W6ljNl0qJVEaE3tEbQ,0
MsWmW4SkisV0uJIBxeNstA,0
vJLbVnnZFb_kiUMjGIWsSg,16
_vpIEol9cEn3Y3KLpwbGkg,0
cg-5DuEk0AMzuILNx8FGtg,1
BnbHihkBM50Xq-uBy5bpcg,0
_CYSduKMEb9c_q2zX63dmQ,2
FzlicQyHeIbLGreKpfrOmw,0
JdY3_VeTm-dC3MG6Uzi1Lg,0
O4pbnpQYTSifS9plCU06ig,0
tb7o44eBlw-mLux6ODIXGA,0
UGHVZSx-t_bVeMfFE-MYwQ,0
zXQ2dEqAmUQfacYCZLehpQ,0
Gu_CWWSWsd37hpJyEHmgTQ,5
jeL2UXjzEqjAj9hXhIdagg,0
m3tc5lXPk0VQB8gjYANXIQ,1
0CennNWmhiYdSOEkGr7vkw,0
3lz2SeaByGnNHkqefOOw7g,0
_GWFsg1dl--bf7SnnCH4zg,0
rC8BSNd6Anq41TVkP92kOw,0
zJo7j03ZP32Ou3YdGh5fQg,2
WjfKT9KFRIufHXQkXp8Kzg,0
23hSJ8QvSK0J7pcqXARrOA,6
timmWUfeZ0ES0-mGnY5E2g,0
YPk2HzBuz3Pro6snB5l3KA,0
3KAW3nQD8w-eRy6U3sM0Tg,2
BMM41XabMlOBDdv9A-P95w,1
YTVRcMtQ0-dPkITAHTiZ2w,0
jBgAnt-Espd14jxCshc1SQ,0
5RZPAro3mrnVVIQ9FESIyw,0
K0Cw8KXgF23sEji9TnfBkA,0
GUapKeZz8THjpuS3urS16A,5
4iuNK5svIKV_GrbSwAXM6Q,3
EXEX90O-ULvk1FB-q0WELg,1
LTEpFgVru40dLvg1dsaD8g,0
byc92hBKz0DKvjcpl76LRQ,0
ut9lc20Dq7tUH0tZMKic1w,0
wzR95QhtA8xn7cLEfsQWmw,2
wyUcCSAhlgxNJvh1EmmobA,0
z_mI02wyyYD6PJ9wHqY1fw,1
KyRjvo1p7pQlyRsGHKOUHg,5
pIoIdh3M-RQ9ohTtgzGd9A,0
cDY4-OYo1IOGzxrbS4p3iw,0
14V1okj0kDg2JU6ykdeKLw,1
9rqb7gBJPbsFuESZfVMaXQ,0
wST1GG4p9sCoOuvKKvLVWw,2
WqjT1iiNEzr8P9kis0GunQ,0
uk_3KQEx_v-cV0GO1yvyKA,2
UQxzV_rY0rdbW9pPR2dsTg,1
lgxwrbvtz-Vqhc-oryi5qQ,0
jns8FlhfwbGfsE10eKLBnA,0
F82shtmHPubyaRgwJVdf-A,0
S7A1UW-wCpPP70d9mEbc1w,0
Nb-kpSwmX_LA-1fnvfRT_w,0
YXceGbVTwnTHsPbRb1gp4g,0
ZE6HI1zBSlGDYAUXzvVixg,0
kIiFXhJY5mymV8_25A7jrA,0
QnAhrSePleZX_Tof5CR3hg,2
YvkadIJ-G9OPpnCOSW2ISg,0
nvpT3yvXm7fPDZlkzkf2fQ,0
SxyKh33vZAUevgqQ5CYGtA,0
bjZQ8Ql0QzlRW6GgdgIytw,0
W7IXC4Bq5jXOQVV6Cu1OSA,0
yvVJxONMGqOzO1ouw77J3Q,0
Sm3LFPwOdn975HvcfrqDOw,0
86vyH37R2Edv0zKBc1lQyg,0
PXVw9DhzDDtq0TGcsdYsIQ,1
K8kw1ylsCTeEAAOY179feQ,9
1fwJTdGs4Fsm_mguZX6SFQ,0
dmj-6zHdO8R76-pdqiV8nw,1
rXieH75VhdR2pQhf1CWxhQ,3
q7J8uBa2o8a1iac_8x741Q,0
u7bo1o8ry-fvb6PbvtZJzQ,0
BKlw_Ao7FK01I5j9w_EXwA,0
EMVKCwf8Ck0XsADY_kCWkw,0
-L4ZVlzmrVKCs6F7ucgikA,0
ym3e_a1L4gyKZWU1-LuRYQ,0
a2NKecVY4wof4NGSc4hFXg,0
iQa7kNO5jMkGeJCJzbCPGg,1
i92ouDpINZXfL5gov7I5Kw,0
7U7IgKCBvUqHDoZvmunuAA,0
OO5oDYrIYlJaoFAFetrW-g,1
V71KzO8mXPK7E8no2FN8sw,2
2WOZLyI8pRNF5HSl8RAeaQ,1
lR5MEog_4Xr4Wkw5bEWSNg,3
eunaT5pF5ffyNUm0O8Zcrg,1
oC43ya3FFAG256bEXyXm2g,0
RnF36ZCuwHxpoFXf2aXX1g,0
OQQEhFY3Nvb5_jkmcQQDyw,0
Z3QKriJ_9J8gIy8C4QzaIw,2
e7eiRgVzH0v3GXDGURgf9A,0
uSRW0_iRB_Ri_qO_fz9VjA,5
WhQbHbOGtYas5LdNr2OQNQ,0
giGFpZkRy89cUzgTuyfNGA,0
9kRo0ULH--EDQwI69Shw-w,2
FN1sLS5hfMydZX94SYD1QA,0
XuH43OxI-NmA5-KbM5auvQ,0
riwJWxj4850tGBhRahDt7g,1
5c_jYz4IolgGdrJLabSTew,0
8hWGADp-m3NzX1-oSXPwPQ,1
Kk9WgsCJEclBbhWXxeL1TQ,0
NsTtjA9ZuJVr6pHApkOXsw,0
TB9Oi-HliFy7yycFFzvm9w,0
8aZFTAunMPJhv0Zz4jHWGw,0
OSjSbJEyIkey6tcTgL9y3Q,0
T7pfUqFPaxJWLquFePSLcw,0
Uz4ezmjEr2SawQL3zRcoZQ,8
K32hC2muzKilZkUs9RJhcw,5
pe4nl6zFDnoYx9ZaMOl-3w,0
FrkGJp1WIxpFFT07Qbos5w,5
q2SSz2-nRYWeFG2EoUMuZQ,0
ojmk4fKI4_8ZqRggwlxUpw,0
ELX24jqeRWZbR-Dq6wrnLQ,0
6tQrTyDTs5hWh5e4LlPLCg,0
tILA8ctsD_OZIcM2IfSyQA,0
vRdQizZLDFVh7TA9koOq2Q,0
ELgR35KIlpuTMeWi6tFP7g,0
ifEkf8JxP3RCBeszcIGLww,0
VbzoVWEPSfzaIGBq4KlVwQ,0
z9i9Tym7T64lMDg70Ii9hw,0
QNoDyRjQTmt2Pt1K4xHW3Q,0
96z5LhtPc2RQgNabJvrCJg,2
kBt6_fX1pZzizIMXDtD7og,1
zLDQl0CEv3WNSHAB1g8xXg,1
gd15-d7r2joRjkcXywMWUw,0
JvFDMS5yryf3lDwUPAb6OQ,0
Tr-8_aJ7VgywoRk3sMC4Ww,2
nXZS5W8-4VztBpjYIinpNw,0
P_1mSczqlosmm4ahM8v6LQ,0
SRg4QRR7xQrZ6cp9u8VX9g,1
r6MBlUIS8_U1JINh8HJZTw,0
yCgoR5GRjPXZXpdwHMUqTw,3
Ni1KrIwBlv489_4GTzXGEQ,0
nTIbCcAYMRrzUm29h0dk8Q,0
-M9uwwh6jHbzjHOm2N5fHg,2
bDFk_io_k-6To1ul3h3tuA,0
CZh7ag6mlr-4AMNkiEzHRg,0
XIBoAKSB52c3BYXnbLpgaA,0
KMxOsLntxetLSVUIf-uG4w,2
UK-v9kE16bUrifXmzfFxUw,0
oCo71AEK7x-CGpzVg56wRA,0
aQNDJ0WyuJZK-ZwkZqJq4g,0
z00F0RSAGimvSU9IrTevOw,2
W0hyjefq4YWl-uV-Hye5Mw,0
MxfQ_HrOBrSPSVk24CAb9A,0
h9tUG_bLdX30YAED9q0Fsg,3
aeZmTIjW5MbEARJC0Ch1rQ,0
V0ffRTuD2eZkUn6dyZAgRw,0
FNDX_9BaClbnmJyZI0mndQ,0
YNWEM2NVocUl6d74yRvpug,5
HmeKJIWJaJ7u8V9NhnZIEg,0
bS6aPaOR0X6OH4eFeEeUfw,15
MAQ3xsIxI9wbvilPYkvmVQ,0
_PlmFAlaUQHdQN6rli0gzA,0
6X1uRuf4Ykdt0prs_xqz6w,0
f3qKagX8q2lnz1O6Ulck7w,0
7L6pFDZN7jR2KqrDuxy-ng,1
wu4zVzAeTIClugvU_X4meA,0
IrD6smDjZM-Rt7B-SJDp4g,0
iR5MI7ch9z3AYiqxBVLJLw,0
9zOydjYJlIqsnJYtWDNP-A,0
iWFK7U-wBR-68X0VFrSkNA,2
9tQG4U90-x7Ha2_Tdg4Xmw,0
kLWpuSBJ0MGM7XRNlg0EEQ,0
v6AlogsSBf4sxrVHcSnMHQ,1
J4zpaa-HozFmRt4hYGlBuw,3
Q6_cM-2YjN10hgfs35Ml6g,0
lxuRSOi2RCW2yu0HT7GBEQ,0
YIaZeWePIaddftxUoxRh5g,0
UREmwQBCMimpOuFyKPW3xw,1
B5S_5MCYNWvcz0qn6dnTUw,0
P9pwQW2d-M1YgYQH71K-qw,0
E-3TJ8yFXpUSv1aThsVfZw,0
nN8plg8HmBSb4c7zdCZALQ,0
7UFRDoDdwC3_Pt77FzaJfg,0
ZlgwjiDDgsXl_rzR3XYwhw,0
Z53I9xwy0aMRy577GuM1KQ,0
ZlOWflwsH8mMtyMlQgYWZw,5
sSEKLTDGKdvOqevbfoBbiw,0
EXEzZQObGgWlQEHqZs3fLg,0
aAslC0l5mZB8oJNbld0byA,1
rDy9qZZEq-mbKExVQNTaqQ,0
AaRpbFg8-dazKyKmoh65tQ,0
_95ZY2UZrasSfuoDD_E1YA,1
Pn8fn5d95xGhEd-LADm2zw,0
f5KbR9Ty05qgJvFbMm7fjA,5
QENmoWh-mSKD8cBaK8lYhw,2
N9L1B3TD57wyDl7f3Awlcg,3
e_OEKGsZEndFkqcVyVb3Rw,0
2O2K6SXPWv56amqxCECd4w,17
